,회사명,기업공시코드,공시일,발행가(원),발행방법,주식종류,발행주식수,발행금액
292,대한전선,001440,2014-04-09,2500,유상증자(제3자배정),기명식 보통,11222284,28055710000
293,미래산업,025560,2014-04-03,245,유상증자(공모증자),기명식 보통,4077552,999000240
294,경남기업,000800,2014-03-31,5000,유상증자(제3자배정),기명식 보통,20000000,100000000000
295,넥솔론,110570,2014-03-26,1155,유상증자(제3자배정),기명식 보통,12294371,14199998505
296,포스코플랜텍,051310,2014-03-24,3790,유상증자(구주주배정),기명식 보통,18940000,71782600000
297,STX조선해양,067250,2014-03-20,2500,유상증자(제3자배정),기명식 보통,646107214,1615268035000
298,범양건영,002410,2014-03-20,5000,유상증자(제3자배정),기명식 보통,2076,10380000
299,쎌마테라퓨틱스,015540,2014-03-17,510,유상증자(제3자배정),기명식 보통,11771000,6003210000
300,경남에너지,008020,2014-03-14,6501,유상증자(제3자배정),기명식 보통,5383787,34999999287
301,현대엘리베이터,017800,2014-03-11,30050,유상증자(구주주배정),기명식 보통,6000000,180300000000
302,동양건설,005900,2014-03-05,5000,유상증자(제3자배정),기명식 보통,411604,2058020000
303,금호건설,002990,2014-03-04,161000,유상증자(제3자배정),기명식 보통,939219,151214259000
304,유니켐,011330,2014-02-21,500,유상증자(공모증자),기명식 보통,1999000,999500000
305,제이준코스메틱,025620,2014-02-21,890,유상증자(제3자배정),기명식 보통,224719,199999910
306,쎌마테라퓨틱스,015540,2014-02-18,511,유상증자(공모증자),기명식 보통,1337000,683207000
307,한미약품,128940,2014-02-18,94600,유상증자(구주주배정),기명식 보통,1000000,94600000000
308,범양건영,002410,2014-02-13,5000,유상증자(제3자배정),기명식 보통,2300000,11500000000
309,STX,011810,2014-02-13,2500,유상증자(제3자배정),기명식 보통,26000000,65000000000
310,미래산업,025560,2014-02-06,208,유상증자(구주주배정),기명식 보통,49900000,10379200000
311,보해양조,000890,2014-02-03,698,유상증자(공모증자),기명식 보통,1360000,949280000
312,JB금융지주,175330,2014-01-24,5020,유상증자(구주주배정),기명식 보통,28200000,141564000000
313,대양금속,009190,2014-01-20,757,유상증자(제3자배정),기명식 보통,6100000,4617700000
314,웅진,016880,2014-01-17,3398,유상증자(제3자배정),기명식 보통,10090340,34286975320
315,웅진,016880,2014-01-15,500,유상증자(제3자배정),기명식 보통,249707,124853500
316,벽산건설,002530,2014-01-13,5000,유상증자(제3자배정),기명식 보통,1635406,8177030000
317,DL건설,001880,2014-01-13,10000,유상증자(제3자배정),기명식 보통,10000000,100000000000
318,대한전선,001440,2014-01-09,2500,유상증자(제3자배정),기명식 보통,47177716,117944290000
319,씨아이테크,004920,2014-01-09,737,유상증자(제3자배정),기명식 보통,1360000,1002320000
320,STX조선해양,067250,2014-01-08,2500,유상증자(제3자배정),기명식 보통,15370134,38425335000
321,기업은행,024110,2014-01-07,11289,유상증자(제3자배정),기명식 보통,2320134,26191992726
